"","year","employment","edu","sum_number"
"1563",2015,"Appraisers and assessors of real estate","hs-college",33.24
"1564",2015,"Architectural and engineering managers","college+",101.7
"1565",2015,"Architectural and engineering managers","hs-",5.18
"1566",2015,"Architectural and engineering managers","hs-college",13.61
"1567",2015,"Atmospheric and space scientists","college+",12.84
"1568",2015,"Atmospheric and space scientists","hs-",0.17
"1569",2015,"Atmospheric and space scientists","hs-college",1.49
"1570",2015,"Audiologists","college+",14.16
"1571",2015,"Audiologists","hs-",0.24
"1572",2015,"Audiologists","hs-college",0.6
"1573",2015,"Automotive and watercraft service attendants","college+",7.07
"1574",2015,"Automotive and watercraft service attendants","hs-",59.33
"1575",2015,"Automotive and watercraft service attendants","hs-college",26.6
"1576",2015,"Automotive body and related repairers","college+",4.61
"1577",2015,"Automotive body and related repairers","hs-",111.04
"1578",2015,"Automotive body and related repairers","hs-college",38.34
"1579",2015,"Avionics technicians","college+",1.6
"1580",2015,"Avionics technicians","hs-",2.79
"1581",2015,"Avionics technicians","hs-college",7.58
"1582",2015,"Bakers","college+",20.51
"1583",2015,"Bakers","hs-",125.25
"1584",2015,"Bakers","hs-college",57.25
"1585",2015,"Barbers","college+",6.02
"1586",2015,"Barbers","hs-",70.21
"1587",2015,"Barbers","hs-college",41.77
"1588",2015,"Bartenders","college+",86.21
"1589",2015,"Bartenders","hs-",144.24
"1590",2015,"Bartenders","hs-college",184.04
"1591",2015,"Bill and account collectors","college+",34.09
"1592",2015,"Bill and account collectors","hs-",64.91
"1593",2015,"Bill and account collectors","hs-college",92.49
"1594",2015,"Billing and posting clerks","college+",93.31
"1595",2015,"Billing and posting clerks","hs-",154.54
"1596",2015,"Billing and posting clerks","hs-college",237.66
"1597",2015,"Biological technicians","college+",7.66
"1598",2015,"Biological technicians","hs-",4.4
"1599",2015,"Biological technicians","hs-college",7.92
"1600",2015,"Boilermakers","college+",0.71
"1601",2015,"Boilermakers","hs-",12.71
"1602",2015,"Boilermakers","hs-college",7.07
"1603",2015,"Bookkeeping, accounting, and auditing clerks","college+",250.89
"1604",2015,"Bookkeeping, accounting, and auditing clerks","hs-",393.92
"1605",2015,"Bookkeeping, accounting, and auditing clerks","hs-college",610.94
"1606",2015,"Brokerage clerks","college+",1.38
"1607",2015,"Brokerage clerks","hs-",0.78
"1608",2015,"Brokerage clerks","hs-college",1.36
"1609",2015,"Budget analysts","college+",42.24
"1610",2015,"Budget analysts","hs-",4.33
"1611",2015,"Budget analysts","hs-college",11.87
"1612",2015,"Bus and truck mechanics and diesel engine specialists","college+",10.11
"1613",2015,"Bus and truck mechanics and diesel engine specialists","hs-",188.65
"1614",2015,"Bus and truck mechanics and diesel engine specialists","hs-college",116.92
"1615",2015,"Business operations specialists, all other","college+",142.28
"1616",2015,"Business operations specialists, all other","hs-",25.2
"1617",2015,"Business operations specialists, all other","hs-college",55.52
"1618",2015,"Buyers and purchasing agents, farm products","college+",4.12
"1619",2015,"Buyers and purchasing agents, farm products","hs-",5.72
"1620",2015,"Buyers and purchasing agents, farm products","hs-college",3.66
"1621",2015,"Cabinetmakers and bench carpenters","college+",4.65
"1622",2015,"Cabinetmakers and bench carpenters","hs-",29.03
"1623",2015,"Cabinetmakers and bench carpenters","hs-college",12.28
"1624",2015,"Cargo and freight agents","college+",7
"1625",2015,"Cargo and freight agents","hs-",8.85
"1626",2015,"Cargo and freight agents","hs-college",10.68
"1627",2015,"Carpenters","college+",79.96
"1628",2015,"Carpenters","hs-",816.36
"1629",2015,"Carpenters","hs-college",297.18
"1630",2015,"Chefs and head cooks","college+",54.65
"1631",2015,"Chefs and head cooks","hs-",196.65
"1632",2015,"Chefs and head cooks","hs-college",162.28
"1633",2015,"Chemical engineers","college+",59.67
"1634",2015,"Chemical engineers","hs-",1.92
"1635",2015,"Chemical engineers","hs-college",4.49
"1636",2015,"Chemical technicians","college+",23.71
"1637",2015,"Chemical technicians","hs-",17.03
"1638",2015,"Chemical technicians","hs-college",24.76
"1639",2015,"Childcare workers","college+",240.41
"1640",2015,"Childcare workers","hs-",555.86
"1641",2015,"Childcare workers","hs-college",475.73
"1642",2015,"Chiropractors","college+",56.27
"1643",2015,"Chiropractors","hs-",0.87
"1644",2015,"Chiropractors","hs-college",0.92
"1645",2015,"Civil engineers","college+",307.67
"1646",2015,"Civil engineers","hs-",12.93
"1647",2015,"Civil engineers","hs-college",38.41
"1648",2015,"Cleaners of vehicles and equipment","college+",17.56
"1649",2015,"Cleaners of vehicles and equipment","hs-",241.66
"1650",2015,"Cleaners of vehicles and equipment","hs-college",72.27
"1651",2015,"Clergy","college+",307.97
"1652",2015,"Clergy","hs-",36.81
"1653",2015,"Clergy","hs-college",64.22
"1654",2015,"Coin, vending, and amusement machine servicers and repairers","college+",4.64
"1655",2015,"Coin, vending, and amusement machine servicers and repairers","hs-",17.3
"1656",2015,"Coin, vending, and amusement machine servicers and repairers","hs-college",14.57
"1657",2015,"Combined food preparation and serving workers, including fast food","college+",25.2
"1658",2015,"Combined food preparation and serving workers, including fast food","hs-",225.72
"1659",2015,"Combined food preparation and serving workers, including fast food","hs-college",108.72
"1660",2015,"Communications equipment operators, all other","college+",2.77
"1661",2015,"Communications equipment operators, all other","hs-",1.04
"1662",2015,"Communications equipment operators, all other","hs-college",2.19
"1663",2015,"Compensation and benefits managers","college+",9.36
"1664",2015,"Compensation and benefits managers","hs-",0.87
"1665",2015,"Compensation and benefits managers","hs-college",3.25
"1666",2015,"Compensation, benefits, and job analysis specialists","college+",42.2
"1667",2015,"Compensation, benefits, and job analysis specialists","hs-",10.17
"1668",2015,"Compensation, benefits, and job analysis specialists","hs-college",24.64
"1669",2015,"Compliance officers","college+",125.1
"1670",2015,"Compliance officers","hs-",18.32
"1671",2015,"Compliance officers","hs-college",53.59
"1672",2015,"Computer and information research scientists","college+",22.57
"1673",2015,"Computer and information research scientists","hs-",0.36
"1674",2015,"Computer and information research scientists","hs-college",0.58
"1675",2015,"Computer and information systems managers","college+",438.75
"1676",2015,"Computer and information systems managers","hs-",28.36
"1677",2015,"Computer and information systems managers","hs-college",135.78
"1678",2015,"Computer hardware engineers","college+",69.87
"1679",2015,"Computer hardware engineers","hs-",3.62
"1680",2015,"Computer hardware engineers","hs-college",16.92
"1681",2015,"Computer occupations, all other","college+",209.52
"1682",2015,"Computer occupations, all other","hs-",31.17
"1683",2015,"Computer occupations, all other","hs-college",134.43
"1684",2015,"Computer operators","college+",30.15
"1685",2015,"Computer operators","hs-",24.92
"1686",2015,"Computer operators","hs-college",43.34
"1687",2015,"Computer programmers","college+",354.17
"1688",2015,"Computer programmers","hs-",22.77
"1689",2015,"Computer programmers","hs-college",107.08
"1690",2015,"Computer systems analysts","college+",379.11
"1691",2015,"Computer systems analysts","hs-",26.34
"1692",2015,"Computer systems analysts","hs-college",111.56
"1693",2015,"Computer, automated teller, and office machine repairers","college+",79.59
"1694",2015,"Computer, automated teller, and office machine repairers","hs-",59.55
"1695",2015,"Computer, automated teller, and office machine repairers","hs-college",151.35
"1696",2015,"Construction and building inspectors","college+",29.57
"1697",2015,"Construction and building inspectors","hs-",30.22
"1698",2015,"Construction and building inspectors","hs-college",49.6
"1699",2015,"Construction laborers","college+",77.46
"1700",2015,"Construction laborers","hs-",1080.05
"1701",2015,"Construction laborers","hs-college",302.53
"1702",2015,"Construction managers","college+",308.49
"1703",2015,"Construction managers","hs-",291.35
"1704",2015,"Construction managers","hs-college",303.08
"1705",2015,"Cost estimators","college+",40.29
"1706",2015,"Cost estimators","hs-",29.15
"1707",2015,"Cost estimators","hs-college",48.94
"1708",2015,"Counter and rental clerks","college+",19.8
"1709",2015,"Counter and rental clerks","hs-",60.24
"1710",2015,"Counter and rental clerks","hs-college",39.84
"1711",2015,"Couriers and messengers","college+",29.18
"1712",2015,"Couriers and messengers","hs-",93.09
"1713",2015,"Couriers and messengers","hs-college",83.23
"1714",2015,"Court, municipal, and license clerks","college+",20.92
"1715",2015,"Court, municipal, and license clerks","hs-",23.99
"1716",2015,"Court, municipal, and license clerks","hs-college",38.26
"1717",2015,"Crane and tower operators","college+",2.89
"1718",2015,"Crane and tower operators","hs-",44.62
"1719",2015,"Crane and tower operators","hs-college",19.57
"1720",2015,"Credit analysts","college+",19.32
"1721",2015,"Credit analysts","hs-",3.15
"1722",2015,"Credit analysts","hs-college",7.5
"1723",2015,"Credit authorizers, checkers, and clerks","college+",11.66
"1724",2015,"Credit authorizers, checkers, and clerks","hs-",12.03
"1725",2015,"Credit authorizers, checkers, and clerks","hs-college",17.84
"1726",2015,"Crossing guards","college+",4.76
"1727",2015,"Crossing guards","hs-",38.07
"1728",2015,"Crossing guards","hs-college",18.18
"1729",2015,"Customer service representatives","college+",527.27
"1730",2015,"Customer service representatives","hs-",605.76
"1731",2015,"Customer service representatives","hs-college",879.46
"1732",2015,"Data entry keyers","college+",74.38
"1733",2015,"Data entry keyers","hs-",97.24
"1734",2015,"Data entry keyers","hs-college",150.69
"1735",2015,"Database administrators","college+",71.74
"1736",2015,"Database administrators","hs-",6.37
"1737",2015,"Database administrators","hs-college",21.29
"1738",2015,"Dental assistants","college+",31.52
"1739",2015,"Dental assistants","hs-",78.8
"1740",2015,"Dental assistants","hs-college",165.9
"1741",2015,"Dental hygienists","college+",65.23
"1742",2015,"Dental hygienists","hs-",5.03
"1743",2015,"Dental hygienists","hs-college",103.4
"1744",2015,"Detectives and criminal investigators","college+",92.69
"1745",2015,"Detectives and criminal investigators","hs-",10.81
"1746",2015,"Detectives and criminal investigators","hs-college",55.65
"1747",2015,"Dietitians and nutritionists","college+",80.46
"1748",2015,"Dietitians and nutritionists","hs-",16.95
"1749",2015,"Dietitians and nutritionists","hs-college",15.59
"1750",2015,"Directors, religious activities and education","college+",38.41
"1751",2015,"Directors, religious activities and education","hs-",6.79
"1752",2015,"Directors, religious activities and education","hs-college",13.8
"1753",2015,"Dishwashers","college+",12.01
"1754",2015,"Dishwashers","hs-",235.95
"1755",2015,"Dishwashers","hs-college",37.46
"1756",2015,"Door-to-door sales workers, news and street vendors, and related workers","college+",44.35
"1757",2015,"Door-to-door sales workers, news and street vendors, and related workers","hs-",85.58
"1758",2015,"Door-to-door sales workers, news and street vendors, and related workers","hs-college",64.57
"1759",2015,"Earth drillers, except oil and gas","college+",1.26
"1760",2015,"Earth drillers, except oil and gas","hs-",23.52
"1761",2015,"Earth drillers, except oil and gas","hs-college",9.18
"1762",2015,"Economists","college+",30
"1763",2015,"Economists","hs-",0
"1764",2015,"Economists","hs-college",0
"1765",2015,"Editors","college+",126.85
"1766",2015,"Editors","hs-",5.56
"1767",2015,"Editors","hs-college",22.1
"1768",2015,"Electrical power-line installers and repairers","college+",9.31
"1769",2015,"Electrical power-line installers and repairers","hs-",51.18
"1770",2015,"Electrical power-line installers and repairers","hs-college",53
"1771",2015,"Electricians","college+",55.46
"1772",2015,"Electricians","hs-",321.38
"1773",2015,"Electricians","hs-college",334.17
"1774",2015,"Elevator installers and repairers","college+",1.24
"1775",2015,"Elevator installers and repairers","hs-",14.07
"1776",2015,"Elevator installers and repairers","hs-college",11.18
"1777",2015,"Eligibility interviewers, government programs","college+",36.23
"1778",2015,"Eligibility interviewers, government programs","hs-",12.94
"1779",2015,"Eligibility interviewers, government programs","hs-college",34.4
"1780",2015,"Emergency management directors","college+",4.05
"1781",2015,"Emergency management directors","hs-",0.23
"1782",2015,"Emergency management directors","hs-college",2.23
"1783",2015,"Emergency medical technicians and paramedics","college+",34.1
"1784",2015,"Emergency medical technicians and paramedics","hs-",23.31
"1785",2015,"Emergency medical technicians and paramedics","hs-college",116.58
"1786",2015,"Engine and other machine assemblers","college+",1.46
"1787",2015,"Engine and other machine assemblers","hs-",14.63
"1788",2015,"Engine and other machine assemblers","hs-college",9.9
"1789",2015,"Entertainers and performers, sports and related workers, all other","college+",16
"1790",2015,"Entertainers and performers, sports and related workers, all other","hs-",8.43
"1791",2015,"Entertainers and performers, sports and related workers, all other","hs-college",13.57
"1792",2015,"Environmental engineers","college+",33.09
"1793",2015,"Environmental engineers","hs-",1.82
"1794",2015,"Environmental engineers","hs-college",3.08
"1795",2015,"Explosives workers, ordnance handling experts, and blasters","college+",0.9
"1796",2015,"Explosives workers, ordnance handling experts, and blasters","hs-",3.85
"1797",2015,"Explosives workers, ordnance handling experts, and blasters","hs-college",3.26
"1798",2015,"Extruding and drawing machine setters, operators, and tenders, metal and plastic","college+",0.29
"1799",2015,"Extruding and drawing machine setters, operators, and tenders, metal and plastic","hs-",7.61
"1800",2015,"Extruding and drawing machine setters, operators, and tenders, metal and plastic","hs-college",3.59
"1801",2015,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders","college+",1.81
"1802",2015,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders","hs-",24.95
"1803",2015,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders","hs-college",8.73
"1804",2015,"Farmers, ranchers, and other agricultural managers","college+",216.34
"1805",2015,"Farmers, ranchers, and other agricultural managers","hs-",442.96
"1806",2015,"Farmers, ranchers, and other agricultural managers","hs-college",277.21
"1807",2015,"Fence erectors","college+",1.37
"1808",2015,"Fence erectors","hs-",26.25
"1809",2015,"Fence erectors","hs-college",6.39
"1810",2015,"File clerks","college+",65.61
"1811",2015,"File clerks","hs-",91.68
"1812",2015,"File clerks","hs-college",116.94
"1813",2015,"Financial analysts","college+",85.95
"1814",2015,"Financial analysts","hs-",2.23
"1815",2015,"Financial analysts","hs-college",8.82
"1816",2015,"Financial clerks, all other","college+",25.85
"1817",2015,"Financial clerks, all other","hs-",9.36
"1818",2015,"Financial clerks, all other","hs-college",18.29
"1819",2015,"Financial examiners","college+",11.49
"1820",2015,"Financial examiners","hs-",0.92
"1821",2015,"Financial examiners","hs-college",1.6
"1822",2015,"Financial managers","college+",768.04
"1823",2015,"Financial managers","hs-",135.75
"1824",2015,"Financial managers","hs-college",320.42
"1825",2015,"Financial specialists, all other","college+",55.97
"1826",2015,"Financial specialists, all other","hs-",10.83
"1827",2015,"Financial specialists, all other","hs-college",21.3
"1828",2015,"Firefighters","college+",66.71
"1829",2015,"Firefighters","hs-",47.48
"1830",2015,"Firefighters","hs-college",186.61
"1831",2015,"First-line supervisors of construction trades and extraction workers","college+",74.63
"1832",2015,"First-line supervisors of construction trades and extraction workers","hs-",352.93
"1833",2015,"First-line supervisors of construction trades and extraction workers","hs-college",205.57
"1834",2015,"First-line supervisors of correctional officers","college+",10.42
"1835",2015,"First-line supervisors of correctional officers","hs-",11.15
"1836",2015,"First-line supervisors of correctional officers","hs-college",19.51
"1837",2015,"First-line supervisors of farming, fishing, and forestry workers","college+",7.55
"1838",2015,"First-line supervisors of farming, fishing, and forestry workers","hs-",30.82
"1839",2015,"First-line supervisors of farming, fishing, and forestry workers","hs-college",10.53
"1840",2015,"First-line supervisors of fire fighting and prevention workers","college+",16.96
"1841",2015,"First-line supervisors of fire fighting and prevention workers","hs-",8.6
"1842",2015,"First-line supervisors of fire fighting and prevention workers","hs-college",35.38
"1843",2015,"First-line supervisors of housekeeping and janitorial workers","college+",40.74
"1844",2015,"First-line supervisors of housekeeping and janitorial workers","hs-",159.03
"1845",2015,"First-line supervisors of housekeeping and janitorial workers","hs-college",99.74
"1846",2015,"First-line supervisors of mechanics, installers, and repairers","college+",41.58
"1847",2015,"First-line supervisors of mechanics, installers, and repairers","hs-",115.79
"1848",2015,"First-line supervisors of mechanics, installers, and repairers","hs-college",121.65
"1849",2015,"First-line supervisors of office and administrative support workers","college+",483.54
"1850",2015,"First-line supervisors of office and administrative support workers","hs-",345.99
"1851",2015,"First-line supervisors of office and administrative support workers","hs-college",559.97
"1852",2015,"First-line supervisors of personal service workers","college+",59.25
"1853",2015,"First-line supervisors of personal service workers","hs-",73
"1854",2015,"First-line supervisors of personal service workers","hs-college",104.52
"1855",2015,"First-line supervisors of production and operating workers","college+",127.74
"1856",2015,"First-line supervisors of production and operating workers","hs-",369.36
"1857",2015,"First-line supervisors of production and operating workers","hs-college",272.4
"1858",2015,"First-line supervisors of protective service workers, all other","college+",33.1
"1859",2015,"First-line supervisors of protective service workers, all other","hs-",24.22
"1860",2015,"First-line supervisors of protective service workers, all other","hs-college",39.27
"1861",2015,"First-line supervisors of retail sales workers","college+",852.72
"1862",2015,"First-line supervisors of retail sales workers","hs-",1130.5
"1863",2015,"First-line supervisors of retail sales workers","hs-college",1246.78
"1864",2015,"Flight attendants","college+",34.52
"1865",2015,"Flight attendants","hs-",11.95
"1866",2015,"Flight attendants","hs-college",42.12
"1867",2015,"Food and tobacco roasting, baking, and drying machine operators and tenders","college+",0.97
"1868",2015,"Food and tobacco roasting, baking, and drying machine operators and tenders","hs-",6.39
"1869",2015,"Food and tobacco roasting, baking, and drying machine operators and tenders","hs-college",3.13
"1870",2015,"Food preparation workers","college+",78.89
"1871",2015,"Food preparation workers","hs-",559.21
"1872",2015,"Food preparation workers","hs-college",238.41
"1873",2015,"Food servers, nonrestaurant","college+",22.31
"1874",2015,"Food servers, nonrestaurant","hs-",131.79
"1875",2015,"Food servers, nonrestaurant","hs-college",68.68
"1876",2015,"Food service managers","college+",272.41
"1877",2015,"Food service managers","hs-",404.3
"1878",2015,"Food service managers","hs-college",404.3
"1879",2015,"Forest and conservation workers","college+",2.87
"1880",2015,"Forest and conservation workers","hs-",6.94
"1881",2015,"Forest and conservation workers","hs-college",3.73
"1882",2015,"Fundraisers","college+",70.81
"1883",2015,"Fundraisers","hs-",3.01
"1884",2015,"Fundraisers","hs-college",9.68
"1885",2015,"Furnace, kiln, oven, drier, and kettle operators and tenders","college+",0.81
"1886",2015,"Furnace, kiln, oven, drier, and kettle operators and tenders","hs-",10.87
"1887",2015,"Furnace, kiln, oven, drier, and kettle operators and tenders","hs-college",3.83
"1888",2015,"Furniture finishers","college+",0.65
"1889",2015,"Furniture finishers","hs-",4.68
"1890",2015,"Furniture finishers","hs-college",1.66
"1891",2015,"Gaming cage workers","college+",1.71
"1892",2015,"Gaming cage workers","hs-",5.31
"1893",2015,"Gaming cage workers","hs-college",4
"1894",2015,"Gaming managers","college+",5.95
"1895",2015,"Gaming managers","hs-",6.02
"1896",2015,"Gaming managers","hs-college",9.5
"1897",2015,"General and operations managers","college+",480.21
"1898",2015,"General and operations managers","hs-",207.48
"1899",2015,"General and operations managers","hs-college",381.81
"1900",2015,"Glaziers","college+",1.5
"1901",2015,"Glaziers","hs-",28.72
"1902",2015,"Glaziers","hs-college",11.29
"1903",2015,"Graders and sorters, agricultural products","college+",4.77
"1904",2015,"Graders and sorters, agricultural products","hs-",88.72
"1905",2015,"Graders and sorters, agricultural products","hs-college",12.5
"1906",2015,"Hazardous materials removal workers","college+",3.5
"1907",2015,"Hazardous materials removal workers","hs-",21.31
"1908",2015,"Hazardous materials removal workers","hs-college",10.19
"1909",2015,"Health diagnosing and treating practitioners, all other","college+",20.54
"1910",2015,"Health diagnosing and treating practitioners, all other","hs-",0.96
"1911",2015,"Health diagnosing and treating practitioners, all other","hs-college",2.52
"1912",2015,"Heating, air conditioning, and refrigeration mechanics and installers","college+",19.54
"1913",2015,"Heating, air conditioning, and refrigeration mechanics and installers","hs-",184.26
"1914",2015,"Heating, air conditioning, and refrigeration mechanics and installers","hs-college",158.19
"1915",2015,"Highway maintenance workers","college+",4.71
"1916",2015,"Highway maintenance workers","hs-",72.47
"1917",2015,"Highway maintenance workers","hs-college",25.43
"1918",2015,"Home appliance repairers","college+",3.08
"1919",2015,"Home appliance repairers","hs-",25.74
"1920",2015,"Home appliance repairers","hs-college",20.64
"1921",2015,"Hosts and hostesses, restaurant, lounge, and coffee shop","college+",51.72
"1922",2015,"Hosts and hostesses, restaurant, lounge, and coffee shop","hs-",136.39
"1923",2015,"Hosts and hostesses, restaurant, lounge, and coffee shop","hs-college",91.4
"1924",2015,"Hotel, motel, and resort desk clerks","college+",22.21
"1925",2015,"Hotel, motel, and resort desk clerks","hs-",37.07
"1926",2015,"Hotel, motel, and resort desk clerks","hs-college",51.84
"1927",2015,"Human resources assistants, except payroll and timekeeping","college+",36.31
"1928",2015,"Human resources assistants, except payroll and timekeeping","hs-",31.14
"1929",2015,"Human resources assistants, except payroll and timekeeping","hs-college",65.06
"1930",2015,"Human resources managers","college+",131.35
"1931",2015,"Human resources managers","hs-",31.24
"1932",2015,"Human resources managers","hs-college",58.92
"1933",2015,"Industrial production managers","college+",119.42
"1934",2015,"Industrial production managers","hs-",63.34
"1935",2015,"Industrial production managers","hs-college",75.74
"1936",2015,"Industrial truck and tractor operators","college+",16.41
"1937",2015,"Industrial truck and tractor operators","hs-",399.86
"1938",2015,"Industrial truck and tractor operators","hs-college",130.19
"1939",2015,"Information and record clerks, all other","college+",30.64
"1940",2015,"Information and record clerks, all other","hs-",22.36
"1941",2015,"Information and record clerks, all other","hs-college",50.61
"1942",2015,"Inspectors, testers, sorters, samplers, and weighers","college+",113.43
"1943",2015,"Inspectors, testers, sorters, samplers, and weighers","hs-",323.12
"1944",2015,"Inspectors, testers, sorters, samplers, and weighers","hs-college",250.25
"1945",2015,"Insurance claims and policy processing clerks","college+",71.34
"1946",2015,"Insurance claims and policy processing clerks","hs-",67.73
"1947",2015,"Insurance claims and policy processing clerks","hs-college",119.43
"1948",2015,"Insurance sales agents","college+",268.37
"1949",2015,"Insurance sales agents","hs-",90.78
"1950",2015,"Insurance sales agents","hs-college",211.27
"1951",2015,"Interviewers, except eligibility and loan","college+",38.92
"1952",2015,"Interviewers, except eligibility and loan","hs-",33.44
"1953",2015,"Interviewers, except eligibility and loan","hs-college",68.14
"1954",2015,"Jewelers and precious stone and metal workers","college+",11.2
"1955",2015,"Jewelers and precious stone and metal workers","hs-",24.35
"1956",2015,"Jewelers and precious stone and metal workers","hs-college",14.5
"1957",2015,"Laundry and dry-cleaning workers","college+",10.03
"1958",2015,"Laundry and dry-cleaning workers","hs-",130.94
"1959",2015,"Laundry and dry-cleaning workers","hs-college",35.03
"1960",2015,"Librarians","college+",158.81
"1961",2015,"Librarians","hs-",4.31
"1962",2015,"Librarians","hs-college",24.75
"1963",2015,"Library assistants, clerical","college+",38.64
"1964",2015,"Library assistants, clerical","hs-",17.94
"1965",2015,"Library assistants, clerical","hs-college",35.33
"1966",2015,"Library technicians","college+",14.49
"1967",2015,"Library technicians","hs-",16.55
"1968",2015,"Library technicians","hs-college",11.01
"1969",2015,"Licensed practical and licensed vocational nurses","college+",26.14
"1970",2015,"Licensed practical and licensed vocational nurses","hs-",130.68
"1971",2015,"Licensed practical and licensed vocational nurses","hs-college",388.23
"1972",2015,"Loan interviewers and clerks","college+",38.69
"1973",2015,"Loan interviewers and clerks","hs-",43.52
"1974",2015,"Loan interviewers and clerks","hs-college",73.63
"1975",2015,"Lodging managers","college+",63.56
"1976",2015,"Lodging managers","hs-",32.53
"1977",2015,"Lodging managers","hs-college",52.27
"1978",2015,"Logisticians","college+",39.77
"1979",2015,"Logisticians","hs-",14.38
"1980",2015,"Logisticians","hs-college",36.77
"1981",2015,"Machinists","college+",16.7
"1982",2015,"Machinists","hs-",222.6
"1983",2015,"Machinists","hs-college",158.2
"1984",2015,"Mail clerks and mail machine operators, except postal service","college+",9.28
"1985",2015,"Mail clerks and mail machine operators, except postal service","hs-",38.69
"1986",2015,"Mail clerks and mail machine operators, except postal service","hs-college",30.03
"1987",2015,"Maintenance and repair workers, general","college+",35.25
"1988",2015,"Maintenance and repair workers, general","hs-",246.34
"1989",2015,"Maintenance and repair workers, general","hs-college",169.95
"1990",2015,"Management analysts","college+",611.42
"1991",2015,"Management analysts","hs-",44.35
"1992",2015,"Management analysts","hs-college",137.01
"1993",2015,"Marine engineers and naval architects","college+",6.75
"1994",2015,"Marine engineers and naval architects","hs-",1.02
"1995",2015,"Marine engineers and naval architects","hs-college",1.74
"1996",2015,"Market research analysts and marketing specialists","college+",184.92
"1997",2015,"Market research analysts and marketing specialists","hs-",11.73
"1998",2015,"Market research analysts and marketing specialists","hs-college",33.35
"1999",2015,"Massage therapists","college+",43.23
"2000",2015,"Massage therapists","hs-",35.48
"2001",2015,"Massage therapists","hs-college",86.3
"2002",2015,"Materials engineers","college+",30.79
"2003",2015,"Materials engineers","hs-",2.58
"2004",2015,"Materials engineers","hs-college",9.67
"2005",2015,"Mechanical engineers","college+",233.4
"2006",2015,"Mechanical engineers","hs-",15.98
"2007",2015,"Mechanical engineers","hs-college",57.81
"2008",2015,"Medical and health services managers","college+",372.64
"2009",2015,"Medical and health services managers","hs-",55.57
"2010",2015,"Medical and health services managers","hs-college",157.37
"2011",2015,"Medical records and health information technicians","college+",19.14
"2012",2015,"Medical records and health information technicians","hs-",20.12
"2013",2015,"Medical records and health information technicians","hs-college",49.84
"2014",2015,"Meeting, convention, and event planners","college+",79.16
"2015",2015,"Meeting, convention, and event planners","hs-",14.26
"2016",2015,"Meeting, convention, and event planners","hs-college",35.08
"2017",2015,"Meter readers, utilities","college+",3.51
"2018",2015,"Meter readers, utilities","hs-",13.37
"2019",2015,"Meter readers, utilities","hs-college",12.13
"2020",2015,"Morticians, undertakers, and funeral directors","college+",13.56
"2021",2015,"Morticians, undertakers, and funeral directors","hs-",4.12
"2022",2015,"Morticians, undertakers, and funeral directors","hs-college",20.83
"2023",2015,"Motion picture projectionists","college+",1.09
"2024",2015,"Motion picture projectionists","hs-",0.85
"2025",2015,"Motion picture projectionists","hs-college",1.57
"2026",2015,"Motor vehicle operators, all other","college+",8.77
"2027",2015,"Motor vehicle operators, all other","hs-",37.61
"2028",2015,"Motor vehicle operators, all other","hs-college",22.19
"2029",2015,"Natural sciences managers","college+",14.63
"2030",2015,"Natural sciences managers","hs-",0.39
"2031",2015,"Natural sciences managers","hs-college",0.96
"2032",2015,"New accounts clerks","college+",7.86
"2033",2015,"New accounts clerks","hs-",5.56
"2034",2015,"New accounts clerks","hs-college",12.09
"2035",2015,"Nonfarm animal caretakers","college+",34.52
"2036",2015,"Nonfarm animal caretakers","hs-",78.06
"2037",2015,"Nonfarm animal caretakers","hs-college",64.43
"2038",2015,"Nurse anesthetists","college+",25.49
"2039",2015,"Nurse anesthetists","hs-",0
"2040",2015,"Nurse anesthetists","hs-college",0
"2041",2015,"Occupational therapists","college+",105.8
"2042",2015,"Occupational therapists","hs-",1.38
"2043",2015,"Occupational therapists","hs-college",7.82
"2044",2015,"Office clerks, general","college+",249.28
"2045",2015,"Office clerks, general","hs-",387.65
"2046",2015,"Office clerks, general","hs-college",506.57
"2047",2015,"Office machine operators, except computer","college+",7.14
"2048",2015,"Office machine operators, except computer","hs-",17.01
"2049",2015,"Office machine operators, except computer","hs-college",19.31
"2050",2015,"Operations research analysts","college+",91.85
"2051",2015,"Operations research analysts","hs-",8.64
"2052",2015,"Operations research analysts","hs-college",28.51
"2053",2015,"Opticians, dispensing","college+",10.3
"2054",2015,"Opticians, dispensing","hs-",14.34
"2055",2015,"Opticians, dispensing","hs-college",25.81
"2056",2015,"Optometrists","college+",37
"2057",2015,"Optometrists","hs-",0
"2058",2015,"Optometrists","hs-college",0
"2059",2015,"Packaging and filling machine operators and tenders","college+",12.71
"2060",2015,"Packaging and filling machine operators and tenders","hs-",216.96
"2061",2015,"Packaging and filling machine operators and tenders","hs-college",52.82
"2062",2015,"Paralegals and legal assistants","college+",182.89
"2063",2015,"Paralegals and legal assistants","hs-",43.16
"2064",2015,"Paralegals and legal assistants","hs-college",184.54
"2065",2015,"Parking lot attendants","college+",12.42
"2066",2015,"Parking lot attendants","hs-",44.36
"2067",2015,"Parking lot attendants","hs-college",27.71
"2068",2015,"Paving, surfacing, and tamping equipment operators","college+",0.14
"2069",2015,"Paving, surfacing, and tamping equipment operators","hs-",19.37
"2070",2015,"Paving, surfacing, and tamping equipment operators","hs-college",2.99
